timestamp,latitude,longitude,altitude,velocity_east,velocity_north,velocity_up,speed,heading,roll,pitch,yaw
0.5700000000000001,12.971599999999995,77.59460147079524,920.000000002794,0.5700000000000003,0.0,0.0,0.5700000000000003,90.0,0.0,0.0,0.0
0.58,12.971599999999995,77.59460152332365,920.000000002794,0.5800000000000003,0.0,0.0,0.5800000000000003,90.0,0.0,0.0,0.0
0.59,12.971599999999995,77.59460157677358,920.000000002794,0.5900000000000003,0.0,0.0,0.5900000000000003,90.0,0.0,0.0,0.0
0.6,12.971599999999995,77.5946016311451,920.000000002794,0.6000000000000003,0.0,0.0,0.6000000000000003,90.0,0.0,0.0,0.0
0.61,12.971599999999992,77.59460168643814,920.0000000037253,0.6100000000000003,0.0,0.0,0.6100000000000003,90.0,0.0,0.0,0.0
0.62,12.971599999999992,77.59460174265276,920.0000000037253,0.6200000000000003,0.0,0.0,0.6200000000000003,90.0,0.0,0.0,0.0
0.63,12.97159999999999,77.59460179978892,920.0000000046566,0.6300000000000003,0.0,0.0,0.6300000000000003,90.0,0.0,0.0,0.0
0.64,12.971599999999992,77.59460185784663,920.0000000037253,0.6400000000000003,0.0,0.0,0.6400000000000003,90.0,0.0,0.0,0.0
0.65,12.97159999999999,77.59460191682588,920.0000000046566,0.6500000000000004,0.0,0.0,0.6500000000000004,90.0,0.0,0.0,0.0
0.66,12.97159999999999,77.59460197672668,920.0000000046566,0.6600000000000004,0.0,0.0,0.6600000000000004,90.0,0.0,0.0,0.0
0.67,12.97159999999999,77.59460203754904,920.0000000046566,0.6700000000000004,0.0,0.0,0.6700000000000004,90.0,0.0,0.0,0.0
0.68,12.971599999999988,77.59460209929296,920.0000000055879,0.6800000000000004,0.0,0.0,0.6800000000000004,90.0,0.0,0.0,0.0
0.6900000000000001,12.971599999999988,77.59460216195842,920.0000000055879,0.6900000000000004,0.0,0.0,0.6900000000000004,90.0,0.0,0.0,0.0
0.7000000000000001,12.971599999999988,77.59460222554543,920.0000000055879,0.7000000000000004,0.0,0.0,0.7000000000000004,90.0,0.0,0.0,0.0
0.71,12.971599999999988,77.59460229005398,920.0000000055879,0.7100000000000004,0.0,0.0,0.7100000000000004,90.0,0.0,0.0,0.0
0.72,12.971599999999986,77.59460235548411,920.0000000065193,0.7200000000000004,0.0,0.0,0.7200000000000004,90.0,0.0,0.0,0.0
0.73,12.971599999999988,77.59460242183577,920.0000000055879,0.7300000000000004,0.0,0.0,0.7300000000000004,90.0,0.0,0.0,0.0
0.74,12.971599999999986,77.594602489109,920.0000000065193,0.7400000000000004,0.0,0.0,0.7400000000000004,90.0,0.0,0.0,0.0
0.75,12.971599999999986,77.59460255730374,920.0000000074506,0.7500000000000004,0.0,0.0,0.7500000000000004,90.0,0.0,0.0,0.0
0.76,12.971599999999986,77.59460262642008,920.0000000074506,0.7600000000000005,0.0,0.0,0.7600000000000005,90.0,0.0,0.0,0.0
0.77,12.971599999999983,77.59460269645794,920.0000000083819,0.7700000000000005,0.0,0.0,0.7700000000000005,90.0,0.0,0.0,0.0
0.78,12.971599999999983,77.59460276741736,920.0000000083819,0.7800000000000005,0.0,0.0,0.7800000000000005,90.0,0.0,0.0,0.0
0.79,12.971599999999983,77.59460283929833,920.0000000083819,0.7900000000000005,0.0,0.0,0.7900000000000005,90.0,0.0,0.0,0.0
0.8,12.971599999999981,77.59460291210085,920.0000000093132,0.8000000000000005,0.0,0.0,0.8000000000000005,90.0,0.0,0.0,0.0
0.81,12.971599999999981,77.59460298582492,920.0000000093132,0.8100000000000005,0.0,0.0,0.8100000000000005,90.0,0.0,0.0,0.0
0.8200000000000001,12.97159999999998,77.59460306047055,920.0000000102445,0.8200000000000005,0.0,0.0,0.8200000000000005,90.0,0.0,0.0,0.0
0.8300000000000001,12.97159999999998,77.59460313603772,920.0000000102445,0.8300000000000005,0.0,0.0,0.8300000000000005,90.0,0.0,0.0,0.0
0.84,12.97159999999998,77.59460321252645,920.0000000102445,0.8400000000000005,0.0,0.0,0.8400000000000005,90.0,0.0,0.0,0.0
0.85,12.971599999999977,77.59460328993673,920.0000000111759,0.8500000000000005,0.0,0.0,0.8500000000000005,90.0,0.0,0.0,0.0
0.86,12.971599999999976,77.59460336826854,920.0000000121072,0.8600000000000005,0.0,0.0,0.8600000000000005,90.0,0.0,0.0,0.0
0.87,12.971599999999977,77.59460344752192,920.0000000111759,0.8700000000000006,0.0,0.0,0.8700000000000006,90.0,0.0,0.0,0.0
0.88,12.971599999999972,77.59460352769685,920.0000000121072,0.8800000000000006,0.0,0.0,0.8800000000000006,90.0,0.0,0.0,0.0
0.89,12.971599999999972,77.59460360879334,920.0000000121072,0.8900000000000006,0.0,0.0,0.8900000000000006,90.0,0.0,0.0,0.0
0.9,12.971599999999972,77.59460369081137,920.0000000130385,0.9000000000000006,0.0,0.0,0.9000000000000006,90.0,0.0,0.0,0.0
0.91,12.971599999999972,77.59460377375095,920.0000000130385,0.9100000000000006,0.0,0.0,0.9100000000000006,90.0,0.0,0.0,0.0
0.92,12.97159999999997,77.59460385761207,920.0000000139698,0.9200000000000006,0.0,0.0,0.9200000000000006,90.0,0.0,0.0,0.0
0.93,12.971599999999968,77.59460394239476,920.0000000149012,0.9300000000000006,0.0,0.0,0.9300000000000006,90.0,0.0,0.0,0.0
0.9400000000000001,12.971599999999968,77.59460402809898,920.0000000149012,0.9400000000000006,0.0,0.0,0.9400000000000006,90.0,0.0,0.0,0.0
0.9500000000000001,12.971599999999967,77.59460411472477,920.0000000158325,0.9500000000000006,0.0,0.0,0.9500000000000006,90.0,0.0,0.0,0.0
0.96,12.971599999999963,77.59460420227211,920.0000000167638,0.9600000000000006,0.0,0.0,0.9600000000000006,90.0,0.0,0.0,0.0
0.97,12.971599999999961,77.594604290741,920.0000000176951,0.9700000000000006,0.0,0.0,0.9700000000000006,90.0,0.0,0.0,0.0
0.98,12.971599999999961,77.59460438013144,920.0000000176951,0.9800000000000006,0.0,0.0,0.9800000000000006,90.0,0.0,0.0,0.0
0.99,12.97159999999996,77.59460447044343,920.0000000186265,0.9900000000000007,0.0,0.0,0.9900000000000007,90.0,0.0,0.0,0.0
1.0,12.971599999999958,77.59460456167697,920.0000000195578,1.0000000000000007,0.0,0.0,1.0000000000000007,90.0,0.0,0.0,0.0
1.01,12.971599999999956,77.59460465383205,920.0000000204891,1.0100000000000007,0.0,0.0,1.0100000000000007,90.0,0.0,0.0,0.0
1.02,12.971599999999956,77.5946047469087,920.0000000214204,1.0200000000000007,0.0,0.0,1.0200000000000007,90.0,0.0,0.0,0.0
1.03,12.971599999999953,77.59460484090688,920.0000000223517,1.0300000000000007,0.0,0.0,1.0300000000000007,90.0,0.0,0.0,0.0
1.04,12.971599999999953,77.59460493582664,920.0000000223517,1.0400000000000007,0.0,0.0,1.0400000000000007,90.0,0.0,0.0,0.0
1.05,12.97159999999995,77.59460503166792,920.0000000232831,1.0500000000000007,0.0,0.0,1.0500000000000007,90.0,0.0,0.0,0.0
1.06,12.971599999999949,77.59460512843077,920.0000000242144,1.0600000000000007,0.0,0.0,1.0600000000000007,90.0,0.0,0.0,0.0
1.07,12.971599999999945,77.59460522611516,920.000000026077,1.0700000000000007,0.0,0.0,1.0700000000000007,90.0,0.0,0.0,0.0
1.08,12.971599999999942,77.5946053247211,920.0000000270084,1.0800000000000007,0.0,0.0,1.0800000000000007,90.0,0.0,0.0,0.0
1.09,12.97159999999994,77.59460542424861,920.0000000279397,1.0900000000000007,0.0,0.0,1.0900000000000007,90.0,0.0,0.0,0.0
1.1,12.97159999999994,77.59460552469766,920.000000028871,1.1000000000000008,0.0,0.0,1.1000000000000008,90.0,0.0,0.0,0.0
1.11,12.971599999999938,77.59460562606826,920.0000000298023,1.1100000000000008,0.0,0.0,1.1100000000000008,90.0,0.0,0.0,0.0
1.12,12.971599999999937,77.5946057283604,920.0000000307336,1.1200000000000008,0.0,0.0,1.1200000000000008,90.0,0.0,0.0,0.0
1.1300000000000001,12.971599999999933,77.59460583157411,920.000000031665,1.1300000000000008,0.0,0.0,1.1300000000000008,90.0,0.0,0.0,0.0
1.1400000000000001,12.97159999999993,77.59460593570937,920.0000000335276,1.1400000000000008,0.0,0.0,1.1400000000000008,90.0,0.0,0.0,0.0
1.1500000000000001,12.971599999999928,77.59460604076617,920.0000000344589,1.1500000000000008,0.0,0.0,1.1500000000000008,90.0,0.0,0.0,0.0
1.16,12.971599999999926,77.59460614674451,920.0000000353903,1.1600000000000008,0.0,0.0,1.1600000000000008,90.0,0.0,0.0,0.0
1.17,12.971599999999922,77.59460625364441,920.0000000372529,1.1700000000000008,0.0,0.0,1.1700000000000008,90.0,0.0,0.0,0.0
1.18,12.97159999999992,77.59460636146588,920.0000000381842,1.1800000000000008,0.0,0.0,1.1800000000000008,90.0,0.0,0.0,0.0
1.19,12.971599999999917,77.59460647020889,920.0000000391155,1.1900000000000008,0.0,0.0,1.1900000000000008,90.0,0.0,0.0,0.0
1.2,12.971599999999917,77.59460657987344,920.0000000391155,1.2000000000000008,0.0,0.0,1.2000000000000008,90.0,0.0,0.0,0.0
1.21,12.971599999999912,77.59460669045954,920.0000000409782,1.2100000000000009,0.0,0.0,1.2100000000000009,90.0,0.0,0.0,0.0
1.22,12.97159999999991,77.5946068019672,920.0000000428408,1.2200000000000009,0.0,0.0,1.2200000000000009,90.0,0.0,0.0,0.0
1.23,12.97159999999991,77.59460691439642,920.0000000437722,1.2300000000000009,0.0,0.0,1.2300000000000009,90.0,0.0,0.0,0.0
1.24,12.971599999999901,77.59460702774717,920.0000000474975,1.2400000000000009,0.0,0.0,1.2400000000000009,90.0,0.0,0.0,0.0
1.25,12.971599999999901,77.5946071420195,920.0000000484288,1.2500000000000009,0.0,0.0,1.2500000000000009,90.0,0.0,0.0,0.0
1.26,12.971599999999897,77.59460725721334,920.0000000493601,1.260000000000001,0.0,0.0,1.260000000000001,90.0,0.0,0.0,0.0
1.27,12.971599999999896,77.59460737332877,920.0000000512227,1.270000000000001,0.0,0.0,1.270000000000001,90.0,0.0,0.0,0.0
1.28,12.971599999999892,77.59460749036573,920.0000000530854,1.280000000000001,0.0,0.0,1.280000000000001,90.0,0.0,0.0,0.0
1.29,12.971599999999889,77.59460760832424,920.0000000540167,1.290000000000001,0.0,0.0,1.290000000000001,90.0,0.0,0.0,0.0
1.3,12.971599999999885,77.5946077272043,920.0000000558794,1.300000000000001,0.0,0.0,1.300000000000001,90.0,0.0,0.0,0.0
1.31,12.97159999999988,77.59460784700593,920.000000057742,1.310000000000001,0.0,0.0,1.310000000000001,90.0,0.0,0.0,0.0
1.32,12.971599999999878,77.5946079677291,920.0000000596046,1.320000000000001,0.0,0.0,1.320000000000001,90.0,0.0,0.0,0.0
1.33,12.971599999999876,77.5946080893738,920.000000060536,1.330000000000001,0.0,0.0,1.330000000000001,90.0,0.0,0.0,0.0
1.34,12.971599999999869,77.59460821194008,920.0000000633299,1.340000000000001,0.0,0.0,1.340000000000001,90.0,0.0,0.0,0.0
1.35,12.971599999999867,77.5946083354279,920.0000000642613,1.350000000000001,0.0,0.0,1.350000000000001,90.0,0.0,0.0,0.0
1.36,12.971599999999862,77.59460845983727,920.0000000670552,1.360000000000001,0.0,0.0,1.360000000000001,90.0,0.0,0.0,0.0
1.37,12.971599999999858,77.5946085851682,920.0000000689179,1.370000000000001,0.0,0.0,1.370000000000001,90.0,0.0,0.0,0.0
1.3800000000000001,12.971599999999855,77.59460871142068,920.0000000707805,1.380000000000001,0.0,0.0,1.380000000000001,90.0,0.0,0.0,0.0
1.3900000000000001,12.97159999999985,77.5946088385947,920.0000000726432,1.390000000000001,0.0,0.0,1.390000000000001,90.0,0.0,0.0,0.0
1.4000000000000001,12.971599999999848,77.59460896669027,920.0000000745058,1.400000000000001,0.0,0.0,1.400000000000001,90.0,0.0,0.0,0.0
1.41,12.97159999999984,77.5946090957074,920.0000000772998,1.410000000000001,0.0,0.0,1.410000000000001,90.0,0.0,0.0,0.0
1.42,12.971599999999837,77.59460922564608,920.0000000791624,1.420000000000001,0.0,0.0,1.420000000000001,90.0,0.0,0.0,0.0
1.43,12.971599999999832,77.5946093565063,920.0000000810251,1.430000000000001,0.0,0.0,1.430000000000001,90.0,0.0,0.0,0.0
1.44,12.971599999999828,77.59460948828809,920.0000000828877,1.440000000000001,0.0,0.0,1.440000000000001,90.0,0.0,0.0,0.0
1.45,12.971599999999821,77.59460962099142,920.0000000856817,1.450000000000001,0.0,0.0,1.450000000000001,90.0,0.0,0.0,0.0
1.46,12.97159999999982,77.59460975461629,920.0000000875443,1.460000000000001,0.0,0.0,1.460000000000001,90.0,0.0,0.0,0.0
1.47,12.971599999999812,77.59460988916273,920.0000000903383,1.470000000000001,0.0,0.0,1.470000000000001,90.0,0.0,0.0,0.0
1.48,12.971599999999807,77.59461002463071,920.0000000931323,1.480000000000001,0.0,0.0,1.480000000000001,90.0,0.0,0.0,0.0
1.49,12.971599999999805,77.59461016102024,920.0000000949949,1.490000000000001,0.0,0.0,1.490000000000001,90.0,0.0,0.0,0.0
1.5,12.971599999999796,77.59461029833133,920.0000000987202,1.500000000000001,0.0,0.0,1.500000000000001,90.0,0.0,0.0,0.0
1.51,12.971599999999789,77.59461043656395,920.0000001015142,1.5100000000000011,0.0,0.0,1.5100000000000011,90.0,0.0,0.0,0.0
1.52,12.971599999999786,77.59461057571815,920.0000001043081,1.5200000000000011,0.0,0.0,1.5200000000000011,90.0,0.0,0.0,0.0
1.53,12.971599999999778,77.59461071579389,920.0000001071021,1.5300000000000011,0.0,0.0,1.5300000000000011,90.0,0.0,0.0,0.0
1.54,12.971599999999775,77.59461085679118,920.0000001080334,1.5400000000000011,0.0,0.0,1.5400000000000011,90.0,0.0,0.0,0.0
1.55,12.971599999999768,77.59461099871001,920.0000001117587,1.5500000000000012,0.0,0.0,1.5500000000000012,90.0,0.0,0.0,0.0
1.56,12.97159999999976,77.5946111415504,920.000000115484,1.5600000000000012,0.0,0.0,1.5600000000000012,90.0,0.0,0.0,0.0
1.57,12.971599999999757,77.59461128531234,920.000000118278,1.5700000000000012,0.0,0.0,1.5700000000000012,90.0,0.0,0.0,0.0
1.58,12.971599999999748,77.59461142999584,920.0000001220033,1.5800000000000012,0.0,0.0,1.5800000000000012,90.0,0.0,0.0,0.0
1.59,12.971599999999743,77.59461157560088,920.0000001238659,1.5900000000000012,0.0,0.0,1.5900000000000012,90.0,0.0,0.0,0.0
1.6,12.971599999999738,77.59461172212747,920.0000001266599,1.6000000000000012,0.0,0.0,1.6000000000000012,90.0,0.0,0.0,0.0
1.61,12.971599999999729,77.59461186957562,920.0000001313165,1.6100000000000012,0.0,0.0,1.6100000000000012,90.0,0.0,0.0,0.0
1.62,12.971599999999722,77.59461201794531,920.0000001341105,1.6200000000000012,0.0,0.0,1.6200000000000012,90.0,0.0,0.0,0.0
1.6300000000000001,12.971599999999714,77.59461216723656,920.0000001378357,1.6300000000000012,0.0,0.0,1.6300000000000012,90.0,0.0,0.0,0.0
1.6400000000000001,12.97159999999971,77.59461231744936,920.0000001406297,1.6400000000000012,0.0,0.0,1.6400000000000012,90.0,0.0,0.0,0.0
1.6500000000000001,12.9715999999997,77.5946124685837,920.000000144355,1.6500000000000012,0.0,0.0,1.6500000000000012,90.0,0.0,0.0,0.0
1.6600000000000001,12.971599999999697,77.5946126206396,920.000000147149,1.6600000000000013,0.0,0.0,1.6600000000000013,90.0,0.0,0.0,0.0
1.67,12.971599999999686,77.59461277361706,920.0000001508743,1.6700000000000013,0.0,0.0,1.6700000000000013,90.0,0.0,0.0,0.0
1.68,12.971599999999679,77.59461292751605,920.0000001545995,1.6800000000000013,0.0,0.0,1.6800000000000013,90.0,0.0,0.0,0.0
1.69,12.97159999999967,77.59461308233661,920.0000001583248,1.6900000000000013,0.0,0.0,1.6900000000000013,90.0,0.0,0.0,0.0
1.7,12.971599999999665,77.59461323807871,920.0000001629815,1.7000000000000013,0.0,0.0,1.7000000000000013,90.0,0.0,0.0,0.0
1.71,12.971599999999656,77.59461339474237,920.0000001657754,1.7100000000000013,0.0,0.0,1.7100000000000013,90.0,0.0,0.0,0.0
1.72,12.971599999999649,77.59461355232756,920.0000001695007,1.7200000000000013,0.0,0.0,1.7200000000000013,90.0,0.0,0.0,0.0
1.73,12.971599999999638,77.59461371083432,920.0000001741573,1.7300000000000013,0.0,0.0,1.7300000000000013,90.0,0.0,0.0,0.0
1.74,12.971599999999631,77.59461387026262,920.0000001769513,1.7400000000000013,0.0,0.0,1.7400000000000013,90.0,0.0,0.0,0.0
1.75,12.971599999999622,77.59461403061248,920.0000001825392,1.7500000000000013,0.0,0.0,1.7500000000000013,90.0,0.0,0.0,0.0
1.76,12.971599999999615,77.59461419188389,920.0000001862645,1.7600000000000013,0.0,0.0,1.7600000000000013,90.0,0.0,0.0,0.0
1.77,12.971599999999606,77.59461435407685,920.0000001899898,1.7700000000000014,0.0,0.0,1.7700000000000014,90.0,0.0,0.0,0.0
1.78,12.971599999999595,77.59461451719136,920.0000001946464,1.7800000000000014,0.0,0.0,1.7800000000000014,90.0,0.0,0.0,0.0
1.79,12.971599999999587,77.59461468122741,920.000000199303,1.7900000000000014,0.0,0.0,1.7900000000000014,90.0,0.0,0.0,0.0
1.8,12.971599999999576,77.59461484618502,920.0000002039596,1.8000000000000014,0.0,0.0,1.8000000000000014,90.0,0.0,0.0,0.0
1.81,12.971599999999567,77.59461501206418,920.0000002086163,1.8100000000000014,0.0,0.0,1.8100000000000014,90.0,0.0,0.0,0.0
1.82,12.971599999999558,77.5946151788649,920.0000002132729,1.8200000000000014,0.0,0.0,1.8200000000000014,90.0,0.0,0.0,0.0
1.83,12.971599999999547,77.59461534658716,920.0000002169982,1.8300000000000014,0.0,0.0,1.8300000000000014,90.0,0.0,0.0,0.0
1.84,12.971599999999537,77.59461551523098,920.0000002225861,1.8400000000000014,0.0,0.0,1.8400000000000014,90.0,0.0,0.0,0.0
1.85,12.971599999999528,77.59461568479635,920.000000228174,1.8500000000000014,0.0,0.0,1.8500000000000014,90.0,0.0,0.0,0.0
1.86,12.971599999999516,77.59461585528327,920.0000002328306,1.8600000000000014,0.0,0.0,1.8600000000000014,90.0,0.0,0.0,0.0
1.87,12.971599999999507,77.59461602669172,920.0000002374873,1.8700000000000014,0.0,0.0,1.8700000000000014,90.0,0.0,0.0,0.0
1.8800000000000001,12.971599999999496,77.59461619902174,920.0000002430752,1.8800000000000014,0.0,0.0,1.8800000000000014,90.0,0.0,0.0,0.0
1.8900000000000001,12.971599999999485,77.59461637227332,920.0000002477318,1.8900000000000015,0.0,0.0,1.8900000000000015,90.0,0.0,0.0,0.0
1.9000000000000001,12.971599999999475,77.59461654644643,920.0000002533197,1.9000000000000015,0.0,0.0,1.9000000000000015,90.0,0.0,0.0,0.0
1.9100000000000001,12.971599999999464,77.59461672154112,920.0000002579764,1.9100000000000015,0.0,0.0,1.9100000000000015,90.0,0.0,0.0,0.0
1.92,12.971599999999453,77.59461689755733,920.0000002635643,1.9200000000000015,0.0,0.0,1.9200000000000015,90.0,0.0,0.0,0.0
1.93,12.97159999999944,77.59461707449512,920.0000002700835,1.9300000000000015,0.0,0.0,1.9300000000000015,90.0,0.0,0.0,0.0
1.94,12.971599999999428,77.59461725235442,920.0000002747402,1.9400000000000015,0.0,0.0,1.9400000000000015,90.0,0.0,0.0,0.0
1.95,12.971599999999418,77.5946174311353,920.0000002803281,1.9500000000000015,0.0,0.0,1.9500000000000015,90.0,0.0,0.0,0.0
1.96,12.971599999999404,77.59461761083773,920.0000002868474,1.9600000000000015,0.0,0.0,1.9600000000000015,90.0,0.0,0.0,0.0
1.97,12.971599999999393,77.5946177914617,920.0000002933666,1.9700000000000015,0.0,0.0,1.9700000000000015,90.0,0.0,0.0,0.0
1.98,12.971599999999379,77.59461797300723,920.0000002989545,1.9800000000000015,0.0,0.0,1.9800000000000015,90.0,0.0,0.0,0.0
